pktArtWert#pktArtText#oid#pktKnng#east#north#markeWert#markeText#relHoehe#gebArtWert#gebArtText#gStWert#gStText
11003#Grenzpunkt#DEBYvAAAC0DbwgJK##566073.790#5493997.450#9500#Ohne Marke####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIi##566185.110#5494112.060#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJJ##566140.100#5494158.640#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIh##566095.140#5494054.020#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJI##566074.060#5493997.320#9500#Ohne Marke####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIg##566094.800#5494050.700#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJH##566130.760#5494156.960#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIf##566076.130#5494126.920#9600#Abmarkung zeitweilig ausgesetzt####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJG##566117.960#5493976.220#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIe##566095.770#5494044.120#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJF##566123.330#5494153.000#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgId##566031.790#5494008.050#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJE##566129.420#5493993.690#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIc##566045.970#5494087.080#1120#Unbehauener Feldstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJD##566140.830#5494011.070#1110#Stein, Grenzstein####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIZ##566104.840#5494065.500#1400#Meißelzeichen (z. B. Kreuz, Kerbe, Anker)####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIY##566123.590#5494095.700#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIX##566082.850#5494018.820#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIW##566064.690#5493996.460#1400#Meißelzeichen (z. B. Kreuz, Kerbe, Anker)####3000#S<=30cm
